Track,Alternate take,Catalog,Recorded,1st BN Release,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After You've Gone,FALSE,Blue Note 33; BLP 7012; B-6506; BST 89902; (J) NR-8104; Mosaic MR6-109,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Ben Webster,James P. Johnson,Jimmy Shirley,John Simmons,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Leaf Rag,FALSE,Blue Note 505; BLP 7004; B-6509; BST 89902; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Bob Haggart,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Leaf Rag (alternate take),TRUE,Blue Note B-6508; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Bob Haggart,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She's Crying For Me,FALSE,Blue Note 506; BLP 7004; B-6508; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Bob Haggart,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow Dog Blues,FALSE,Blue Note 505; BLP 7004; B-6508; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Bob Haggart,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow 'Em Down Blues (alternate take),TRUE,Blue Note B-6508; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Bob Haggart,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow 'Em Down Blues,FALSE,Blue Note 506; BLP 7004; B-6502; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Bob Haggart,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctor Jazz (alternate take),TRUE,Blue Note B-6508; Mosaic MD4-114,1944,1969,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Sid Jacobs,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctor Jazz,FALSE,Blue Note 507; BLP 7004; B-6502; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Sid Jacobs,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoe Shiner's Drag,FALSE,Blue Note 507; BLP 7004; B-6508; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Sid Jacobs,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There'll Be Some Changes Made (alternate take),TRUE,Mosaic MR5-114,1944,1985,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Sid Jacobs,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There'll Be Some Changes Made,FALSE,Blue Note 508; BLP 7004; B-6508; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Sid Jacobs,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark And Randolph,FALSE,Blue Note 508; BLP 7004; B-6508; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Ray Conniff,Rod Cless,Art Hodes,Sid Jacobs,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.K. Blues,FALSE,Blue Note 527; B-6502; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Art Hodes,Jimmy Shirley,Israel Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.K. Blues (alternate take),TRUE,Blue Note B-6508; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Art Hodes,Jimmy Shirley,Israel Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Down Blues (as Low Down Bama Blues),FALSE,Blue Note 526; BLP 7021; B-6508; Mosaic MR5-114,1944,1944,ISSUED,Sandy Williams,Art Hodes,Jimmy Shirley,Israel Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jug Head Boogie (alternate take 1),TRUE,Blue Note B-6508; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Sandy Williams,Art Hodes,Jimmy Shirley,Israel Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jug Head Boogie,FALSE,Blue Note 527; BLP 7021; B-6502; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Sandy Williams,Art Hodes,Jimmy Shirley,Israel Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jug Head Boogie (alternate take 2),TRUE,Mosaic MR5-114,1944,1985,ISSUED,Max Kaminsky,Sandy Williams,Art Hodes,Jimmy Shirley,Israel Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.C.H. Blues,FALSE,Mosaic MR5-114,1944,1985,ISSUED,Art Hodes,Jimmy Shirley,Israel Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back-Room Blues,FALSE,Blue Note 526; Mosaic MR5-114,1944,1944,ISSUED,Art Hodes,Jimmy Shirley,Israel Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's Been So Long (alternate take),TRUE,Mosaic MR6-109,1944,1985,ISSUED,Benny Morton,Edmond Hall,Harry Carney,Don Frye,Everett Barksdale,Alvin Raglin,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's Been So Long,FALSE,Blue Note 511; (J) NR-8104; Mosaic MR6-109,1944,1944,ISSUED,Benny Morton,Edmond Hall,Harry Carney,Don Frye,Everett Barksdale,Alvin Raglin,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't Believe That You're In Love With Me (alternate take),TRUE,Mosaic MR6-109,1944,1985,ISSUED,Benny Morton,Edmond Hall,Harry Carney,Don Frye,Everett Barksdale,Alvin Raglin,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't Believe That You're In Love With Me,FALSE,Blue Note 511; (J) NR-8104; Mosaic MR6-109,1944,1944,ISSUED,Benny Morton,Edmond Hall,Harry Carney,Don Frye,Everett Barksdale,Alvin Raglin,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big City Blues,FALSE,Blue Note 36; (J) NR-8104; Mosaic MR6-109,1944,1944,ISSUED,Benny Morton,Edmond Hall,Harry Carney,Don Frye,Everett Barksdale,Alvin Raglin,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steamin' And Beamin',FALSE,Blue Note 36; (J) NR-8104; Mosaic MR6-109,1944,1944,ISSUED,Benny Morton,Edmond Hall,Harry Carney,Don Frye,Everett Barksdale,Alvin Raglin,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Georgia Brown,FALSE,Blue Note 34; BLP 7006; B-6504; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Vic Dickenson,Edmond Hall,Art Hodes,Jimmy Shirley,Sid Weiss,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squeeze Me,FALSE,Blue Note 35; BLP 7006; B-6509; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Vic Dickenson,Edmond Hall,Art Hodes,Jimmy Shirley,Sid Weiss,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squeeze Me (alternate take),TRUE,Blue Note B-6504; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Vic Dickenson,Edmond Hall,Art Hodes,Jimmy Shirley,Sid Weiss,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugar Foot Stomp (alternate take),TRUE,Blue Note B-6504; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Vic Dickenson,Edmond Hall,Art Hodes,Jimmy Shirley,Sid Weiss,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugar Foot Stomp,FALSE,Blue Note 34; BLP 7006; B-6502; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Vic Dickenson,Edmond Hall,Art Hodes,Jimmy Shirley,Sid Weiss,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bugle Call Rag (alternate take 1),TRUE,Blue Note B-6504; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Vic Dickenson,Edmond Hall,Art Hodes,Jimmy Shirley,Sid Weiss,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bugle Call Rag,FALSE,Blue Note 35; BLP 7006; B-6509; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Vic Dickenson,Edmond Hall,Art Hodes,Jimmy Shirley,Sid Weiss,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bugle Call Rag (alternate take 2),TRUE,Blue Note B-6504; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Vic Dickenson,Edmond Hall,Art Hodes,Jimmy Shirley,Sid Weiss,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everybody Loves My Baby,FALSE,Blue Note 40; BLP 7012; B-6501; B-6506; (J) NR-8102; Mosaic MR6-109,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,John Simmons,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everybody Loves My Baby (alternate take),TRUE,Mosaic MR6-109,1944,1985,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,John Simmons,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ballin' The Jack,FALSE,Blue Note 41; BLP 7007; B-6506; (J) NR-8102; Mosaic MR6-109,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,John Simmons,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who's Sorry Now (alternate take),TRUE,Mosaic MR6-109,1944,1985,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,John Simmons,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who's Sorry Now,FALSE,Blue Note 41; BLP 7007; B-6506; (J) NR-8102; Mosaic MR6-109,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,John Simmons,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Call Of The Blues,FALSE,Blue Note 40; BLP 7012; B-6501; B-6506; BST 89902; (J) NR-8102; Mosaic MR6-109,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,John Simmons,Sidney Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiny's Exercise,FALSE,Blue Note 37; Mosaic MR4-107,1944,1945,ISSUED,Ike Quebec,Roger Ramirez,Tiny Grimes,Milt Hinton,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiny's Exercise (alternate take),TRUE,Blue Note B-6507; Mosaic MR4-107,1944,1969,ISSUED,Ike Quebec,Roger Ramirez,Tiny Grimes,Milt Hinton,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She's Funny That Way,FALSE,Blue Note 38; BLP 5001; Mosaic MR4-107,1944,1945,ISSUED,Ike Quebec,Roger Ramirez,Tiny Grimes,Milt Hinton,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana (alternate take),TRUE,Blue Note B-6507; Mosaic MR4-107,1944,1969,ISSUED,Ike Quebec,Roger Ramirez,Tiny Grimes,Milt Hinton,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Harlem (alternate take),TRUE,Blue Note 544; Mosaic MR4-107,1944,1945,ISSUED,Ike Quebec,Roger Ramirez,Tiny Grimes,Milt Hinton,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Harlem,FALSE,Blue Note 37; 45-1634; BLP 5001; B-6507; Mosaic MR4-107; Blue Note BST2 84433,1944,1945,ISSUED,Ike Quebec,Roger Ramirez,Tiny Grimes,Milt Hinton,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,FALSE,Blue Note 38; Mosaic MR4-107,1944,1945,ISSUED,Ike Quebec,Roger Ramirez,Tiny Grimes,Milt Hinton,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yancey Special,FALSE,Blue Note BLP 7018; Mosaic MR3-103,1944,1969,ISSUED,Meade 'Lux' Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Flyer,FALSE,Blue Note 39; BLP 7018; Mosaic MR3-103,1944,1944,ISSUED,Meade 'Lux' Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blues' Whistle (aka Whistlin' Blues),FALSE,Blue Note 39; Mosaic MR3-103,1944,1944,ISSUED,Meade 'Lux' Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meade's Blues,FALSE,Mosaic MR3-103,1944,1983,ISSUED,Meade 'Lux' Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard Tack,FALSE,Blue Note 510; Mosaic MR4-107,1944,1944,ISSUED,Jonah Jones,Tyree Glenn,Ike Quebec,Roger Ramirez,Tiny Grimes,Oscar Pettiford,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard Tack (alternate take),TRUE,Mosaic MR4-107,1944,1984,ISSUED,Jonah Jones,Tyree Glenn,Ike Quebec,Roger Ramirez,Tiny Grimes,Oscar Pettiford,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If I Had You,FALSE,Blue Note 510; BLP 5001; B-6507; BST 89902; Mosaic MR4-107,1944,1944,ISSUED,Jonah Jones,Tyree Glenn,Ike Quebec,Roger Ramirez,Tiny Grimes,Oscar Pettiford,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad About You,FALSE,Blue Note 42; B-6507; Mosaic MR4-107,1944,1944,ISSUED,Jonah Jones,Tyree Glenn,Ike Quebec,Roger Ramirez,Tiny Grimes,Oscar Pettiford,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facin' The Face (alternate take),TRUE,Mosaic MR4-107,1944,1984,ISSUED,Jonah Jones,Tyree Glenn,Ike Quebec,Roger Ramirez,Tiny Grimes,Oscar Pettiford,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facin' The Face,FALSE,Blue Note 42; Mosaic MR4-107,1944,1944,ISSUED,Jonah Jones,Tyree Glenn,Ike Quebec,Roger Ramirez,Tiny Grimes,Oscar Pettiford,J.C. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tishomingo Blues (alternate take),TRUE,Mosaic MR6-109,1944,1985,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,Al Lucas,Arthur Trappier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tishomingo Blues,FALSE,Blue Note BLP 7012; B-6506; (J) NR-8102; Mosaic MR6-109,1944,1951,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,Al Lucas,Arthur Trappier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walking The Dog (alternate take),TRUE,Mosaic MR6-109,1944,1985,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,Al Lucas,Arthur Trappier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walking The Dog,FALSE,Blue Note BLP 7012; (J) NR-8102; Mosaic MR6-109,1944,1951,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,Al Lucas,Arthur Trappier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Rider,FALSE,Mosaic MR6-109,1944,1985,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,Al Lucas,Arthur Trappier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At The Ball (alternate take),TRUE,Mosaic MR6-109,1944,1985,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,Al Lucas,Arthur Trappier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At The Ball,FALSE,Blue Note BLP 7012; (J) NR-8102; Mosaic MR6-109,1944,1951,ISSUED,Sidney DeParis,Vic Dickenson,Edmond Hall,James P. Johnson,Jimmy Shirley,Al Lucas,Arthur Trappier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stardust,FALSE,,1944,,REJECTED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Git Wittit,FALSE,,1944,,REJECTED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blues On The Loose,FALSE,,1944,,UNISSUED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blues On The Loose,FALSE,,1944,,UNISSUED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Git Wittit,FALSE,,1944,,UNISSUED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
These Foolish Things,FALSE,,1944,,UNISSUED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
These Foolish Things,FALSE,,1944,,UNISSUED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stardust,FALSE,,1944,,UNISSUED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stardust,FALSE,,1944,,UNISSUED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ain't Got Nobody,FALSE,,1944,,REJECTED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ain't Got Nobody,FALSE,,1944,,UNISSUED,Jimmy Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gut Bucket Blues,FALSE,Blue Note 528; BLP 7023; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Mezz Mezzrow,Art Hodes,George 'Pops' Foster,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apex Blues,FALSE,Blue Note 45; BLP 7006; B-6508; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Mezz Mezzrow,Art Hodes,George 'Pops' Foster,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake That Thing (alternate take),TRUE,Blue Note B-6502; B-6508; Mosaic MR5-114,1944,1969,ISSUED,Max Kaminsky,Mezz Mezzrow,Art Hodes,George 'Pops' Foster,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake That Thing,FALSE,Blue Note 45; BLP 7006; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Mezz Mezzrow,Art Hodes,George 'Pops' Foster,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Back Home Again In) Indiana,FALSE,Mosaic MR5-114,1944,1985,ISSUED,Max Kaminsky,Mezz Mezzrow,Art Hodes,George 'Pops' Foster,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobody's Sweetheart,FALSE,Blue Note 528; BLP 7023; Mosaic MR5-114,1944,1944,ISSUED,Max Kaminsky,Mezz Mezzrow,Art Hodes,George 'Pops' Foster,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobody's Sweetheart (alternate take),TRUE,Mosaic MR5-114,1944,1985,ISSUED,Max Kaminsky,Mezz Mezzrow,Art Hodes,George 'Pops' Foster,Danny Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muskrat Ramble,FALSE,,1944,,REJECTED,Sidney DeParis,Vic Dickenson,Sidney Bechet,Art Hodes,George 'Pops' Foster,Manzie Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Louis Blues,FALSE,Blue Note 44; BLP 7003; BLP 1202; Mosaic MR6-110,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Sidney Bechet,Art Hodes,George 'Pops' Foster,Manzie Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazz Me Blues (alternate take),TRUE,Mosaic MR6-110,1944,1985,ISSUED,Sidney DeParis,Vic Dickenson,Sidney Bechet,Art Hodes,George 'Pops' Foster,Manzie Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazz Me Blues,FALSE,Blue Note 44; BLP 7003; BLP 1202; Mosaic MR6-110,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Sidney Bechet,Art Hodes,George 'Pops' Foster,Manzie Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Horizon,FALSE,Blue Note 43; BLP 7002; BLP 1201; BST 89902; Mosaic MR6-110,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Sidney Bechet,Art Hodes,George 'Pops' Foster,Manzie Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muskrat Ramble,FALSE,Blue Note 43; BLP 7002; BLP 1201; Mosaic MR6-110,1944,1944,ISSUED,Sidney DeParis,Vic Dickenson,Sidney Bechet,Art Hodes,George 'Pops' Foster,Manzie Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
These Foolish Things,FALSE,,1945,,UNISSUED,Jimmy Shirley,Oscar Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stardust,FALSE,,1945,,UNISSUED,Jimmy Shirley,Oscar Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blues On The Loose,FALSE,,1945,,UNISSUED,Jimmy Shirley,Oscar Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
